Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
2faf5170-7c17-9c76-c091-5349b5ecad23,1976-01-17,,999-77-3586,S99918360,X54459158X,Mrs.,Gussie514,Nam74,Doyle959,,Bartoletti50,M,white,nonhispanic,F,Holden  Massachusetts  US,420 Wolff Knoll Unit 18,Newbury,Massachusetts,Essex County,,00000,42.72196936933596,-70.91739130341358,359904.11,473902.64,79372
d9044272-63af-eca3-2a0c-ec9f9c10a98f,1953-07-05,,999-39-8496,S99917779,X24916319X,Mr.,Salvatore257,Augustine565,Parker433,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,611 Rice Approach Unit 7,Ware,Massachusetts,Hampshire County,25015,01082,42.261327289876945,-72.26608040265226,140812.95,181035.16,73593
2b31de7e-3596-37c7-1d46-db12d82e73ef,1969-01-02,,999-41-8024,S99983378,X52286315X,Mrs.,Connie24,,Schumm995,,Gleason633,W,white,nonhispanic,F,Hull  Massachusetts  US,119 Frami Haven,Fall River,Massachusetts,Bristol County,25005,02790,41.60874147324148,-71.13207223800109,477725.43,125925.14,140
4bab2d0f-4783-619c-46b2-f656667ffb67,1968-10-30,,999-47-3113,S99996193,X80601495X,Mr.,Roger751,Mitchell808,Bins636,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,352 McClure Branch,Braintree,Massachusetts,Norfolk County,25021,02184,42.170770898837866,-71.00213543185771,128830.60,19869.84,149433
e94fc8e2-b867-5164-0607-5e5eb581b150,1955-11-14,,999-83-2550,S99971926,X64409814X,Mrs.,Augusta206,,Kuhn96,,Robel940,M,white,nonhispanic,F,Belmont  Massachusetts  US,1012 Kuhn Mews,Waltham,Massachusetts,Middlesex County,25017,02472,42.36497554094701,-71.16717518715346,23960.89,2190288.18,4551
7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,1963-12-13,,999-77-9216,S99965696,X13973402X,Mr.,Clemente531,,Cedillo160,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,919 Hahn Fort,Boston,Massachusetts,Suffolk County,25025,02151,42.29917405494179,-71.05262388668702,20225.92,315524.44,2225
a8bef5c2-6743-79e8-8477-bc3b6244c334,1966-09-04,,999-36-3462,S99940574,X68990988X,Mr.,Spencer878,Darius626,Becker968,,,M,white,nonhispanic,M,Westborough  Massachusetts  US,1009 Rodriguez Promenade,Brookline,Massachusetts,Norfolk County,25021,02446,42.35568169986086,-71.15150002678948,71444.22,993823.62,57606
d20dc49f-5674-961e-a123-6e3000654b95,1968-12-18,,999-34-2301,S99997986,X41276705X,Mr.,Lloyd546,Dorsey40,Kemmer137,,,D,white,nonhispanic,M,Boston  Massachusetts  US,187 Wolff Approach,Springfield,Massachusetts,Hampden County,25013,01105,42.08085762874318,-72.61007777395741,6024.40,143526.93,12695
e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2003-12-11,,999-13-5317,S99935202,X7587955X,Mr.,Mitchell808,Buck819,Vandervort697,,,,white,nonhispanic,M,West Chatham  Massachusetts  US,1032 Crist Throughway Apt 20,Needham,Massachusetts,Norfolk County,25021,02492,42.34116043036394,-71.20376940697051,77108.16,4266.68,104369
744a7169-4e89-61ff-27f2-3c736abf4368,2004-09-27,,999-73-4774,S99992440,X33770009X,Ms.,Azucena377,Frida746,Cormier289,,,,white,nonhispanic,F,Boston  Massachusetts  US,106 Spinka Junction Unit 65,Weymouth,Massachusetts,Norfolk County,25021,02189,42.24160837235403,-70.88591857166502,58665.94,47730.13,27694
79402472-6884-1aca-759a-a23f36ee8dca,1963-12-16,,999-40-4317,S99962108,X46672383X,Mr.,Mitchell808,Arden380,White193,,,D,white,nonhispanic,M,Middleborough  Massachusetts  US,1072 Romaguera Union Suite 9,Whitman,Massachusetts,Plymouth County,,00000,42.085132358142,-70.98553297749362,190335.69,89709.72,47528
b3c9a883-40ea-1452-7b76-62e552e033d2,1956-07-25,,999-28-9713,S99965239,X72708649X,Mrs.,Sparkle906,Yael855,Frami345,,Senger904,M,white,nonhispanic,F,Falmouth  Massachusetts  US,379 Graham Harbor Unit 57,Acushnet,Massachusetts,Bristol County,,00000,41.68784497941857,-70.8540715885148,191186.14,762581.45,24499
2925a752-da6a-ef1f-31aa-68b0c2ff5027,1996-01-24,,999-64-3077,S99958756,X10315963X,Mr.,Ernest565,Margarito178,Marks830,,,M,white,nonhispanic,M,Ipswich  Massachusetts  US,615 Rice Forge,Wellfleet,Massachusetts,Barnstable County,,00000,41.88719269036426,-69.99459458825716,45077.15,22098.28,26787
465dd060-e77a-9924-0d7a-75d52d39a714,1962-04-28,,999-24-8889,S99949907,X71517108X,Ms.,Hettie215,Diane211,Rogahn59,,,S,white,nonhispanic,F,Boston  Massachusetts  US,729 Purdy Well Unit 83,Fall River,Massachusetts,Bristol County,25005,02723,41.64853677406062,-71.14657368943466,417656.44,906549.92,122763
7f857501-0257-2c7f-2e8f-9886705681f3,1958-03-15,,999-91-2754,S99967797,X10643109X,Mr.,Michal596,,Tromp100,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,558 Bailey Lodge Unit 14,Franklin,Massachusetts,Norfolk County,25021,02038,42.10071186008091,-71.4117398122991,164033.82,141234.61,156761
3844e0c5-14c7-8f87-19b0-8f769b3bdd70,1953-11-19,,999-52-1567,S99991849,X13794809X,Mrs.,Jimmy858,Taren286,O'Reilly797,,Macejkovic424,M,white,nonhispanic,F,Bellingham  Massachusetts  US,752 Boyer Vale Unit 67,Boston,Massachusetts,Suffolk County,25025,02130,42.33551387702009,-71.10469037053429,562534.84,80377.23,62706
45f758c8-34c3-3fa5-41f9-5906127ba1bd,2017-11-11,,999-97-3536,,,,Johnsie484,Shannon293,Berge125,,,,black,nonhispanic,F,Worcester  Massachusetts  US,373 Kunde Branch,Gloucester,Massachusetts,Essex County,25009,01930,42.57301118155532,-70.64307551621032,1358.79,24525.19,14681
917ffe5d-46b2-36f1-0de8-35e5ed017fa7,2012-02-03,,999-87-8853,,,,Yael855,Esperanza675,Schoen8,,,,white,nonhispanic,F,Framingham  Massachusetts  US,469 Lesch Center,Taunton,Massachusetts,Bristol County,25005,02718,41.92122140616944,-71.08000952567494,43721.40,6672.98,129490
83948281-33ad-4a11-0a3d-04484caf2ab9,1985-03-02,,999-91-9939,S99928440,X56716704X,Mr.,Michal596,Irving123,Mills423,,,S,white,nonhispanic,M,Boston  Massachusetts  US,501 Howe Vale Apt 84,Turners Falls,Massachusetts,Franklin County,25011,01376,42.555153204223096,-72.5076173659819,7214.72,91655.55,10248
4642b627-0caa-32c4-a7cd-87689252d332,2006-09-15,,999-74-1415,S99977072,,Mr.,Fletcher87,Tuan998,Howell947,,,,white,nonhispanic,M,Southborough  Massachusetts  US,539 Johnston Trace Apt 86,Bellingham,Massachusetts,Norfolk County,25021,02019,42.099777495398406,-71.47052002069067,52308.38,3800.44,57661
8db9c819-1c0b-c9a9-3e31-4b85f52201d2,1990-08-27,,999-44-6055,S99912776,X35776121X,Mr.,Porter490,,Casper496,JD,,M,white,nonhispanic,M,Natick  Massachusetts  US,140 Conn Plaza Unit 19,Southborough,Massachusetts,Worcester County,,00000,42.2502415027565,-71.48294626531204,108030.92,607633.35,199181
c5d42b3b-72de-b953-545d-1de4cf59d279,2022-03-16,,999-67-1073,,,,Judith460,Emilee283,Considine820,,,,white,nonhispanic,F,Harwich  Massachusetts  US,689 Haag Tunnel,New Marlborough,Massachusetts,Berkshire County,,00000,42.14557535438202,-73.27398163221208,23142.70,19598.96,79157
42c1eb05-09a9-eeda-a957-d822de66c536,1968-06-12,,999-45-1545,S99912231,X55300599X,Mr.,Vincenzo126,,Beahan375,,,S,black,nonhispanic,M,Lowell  Massachusetts  US,577 O'Kon Neck Apt 54,Westborough,Massachusetts,Worcester County,25027,01581,42.29332169652869,-71.57206792009961,114220.77,135805.78,585249
21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,1926-06-25,,999-25-6463,S99971425,X61533316X,Ms.,Kirstie385,,Rodriguez71,,,S,white,nonhispanic,F,Boston  Massachusetts  US,848 Moore Club,Falmouth,Massachusetts,Barnstable County,25001,02540,41.562767509830614,-70.62371267297834,148492.52,678607.15,890652
2d457e3d-90cb-357e-f7e0-3014068d2f29,1964-09-14,,999-49-1043,S99919151,X52338672X,Mrs.,Jenice416,Lacresha805,Sipes176,,Hamill307,M,white,nonhispanic,F,Boston  Massachusetts  US,281 Dibbert Flat Apt 31,South Dennis,Massachusetts,Barnstable County,25001,02660,41.66945251161589,-70.16093280415416,1131491.53,1075015.65,117739
d1838618-2a96-9761-0b8d-89a92a022bcc,1922-05-03,,999-48-9669,S99924301,X20306797X,Mr.,Kyle55,Stewart672,Effertz744,,,M,white,nonhispanic,M,Andover  Massachusetts  US,249 Gorczany Underpass,Lynn,Massachusetts,Essex County,25009,01904,42.45933438399042,-70.978834842467,267085.47,1056740.56,132111
